"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"35NH7QLW","book","2016","Levine, Melissa; Adler, Richard C.; Bonfiglio, Justin; Eden, Kristina; Hall, Brian S.","Finding the Public Domain: Copyright Review Management System Toolkit","","978-1-60785-373-2 978-1-60785-374-9","","","http://hdl.handle.net/2027/spo.14616082.0001.001","","2016","2020-02-27 18:07:23","2020-02-27 18:07:23","2020-02-27 18:07:23","","","","","","","Finding the Public Domain","","","","","Michigan Publishing, University of Michigan Library","","en","","","","","DOI.org (Crossref)","","DOI: 10.3998/crmstoolkit.14616082.0001.001","","/home/diegodlh/Zotero/storage/CUJ7DALY/Levine et al. - 2016 - Finding the Public Domain Copyright Review Manage.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7EWXTL8I","document","2017","Museo del Cine Pablo D. Hickén","Consulta pública sobre la actualización de la Ley de Propiedad Intelectual. Reflexiones y opinión del Museo del Cine Pablo D. Hickén, Argentina","","","","","https://museodelcineba.org/wp-content/uploads/2017/09/MDC-respuesta-a-consulta-reforma-Ley-PI.pdf","","2017-05-16","2020-02-27 17:14:29","2020-02-27 17:15:46","","","","","","","","","","","","","","","es","","","","","Zotero","","","","/home/diegodlh/Zotero/storage/6HKGB9LY/Ley - REFLEXIONES Y OPINIÓN DEL MUSEO DEL CINE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGDA4FN4","webpage","","Richardson, Zoe","Submission on review of the Copyright Act 1994: Issues Paper, by the Auckland War Memorial and Museum","","","","","https://www.mbie.govt.nz/dmsdocument/6671-auckland-war-memorial-museum-review-of-copyright-act-1994-issues-paper-submission-pdf","Submission by the Auckland War Memorial and Museum to New Zealand's Copyright Act of 1994.","","2020-02-27 16:19:09","2020-02-27 17:13:13","2020-02-27 13:37:07","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/GCRDFC3F/6671-auckland-war-memorial-museum-review-of-copyright-act-1994-issues-paper-submission-pdf.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNM2BLNW","webpage","2016","","Copyright Licensing Guide. Auckland War Memorial Museum Version 2016","","","","","http://www.aucklandmuseum.com/getmedia/fff4445f-3320-4cea-ac9c-59cd73cd5eba/auckland-museum-copyright-licensing-guide","","2016","2020-02-27 13:06:56","2020-02-27 13:23:41","2020-02-27 13:06:47","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/IHVNGBY5/auckland-museum-copyright-licensing-guide.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JAT2UYJ2","book","2012","Abbate, Janet","Recoding Gender","","","","","https://mitpress.mit.edu/books/recoding-gender","The untold history of women and computing: how pioneering women succeeded in a field shaped by gender biases.                 Today, women earn a relatively low percentage of computer science degrees and hold proportionately few technical computing jobs. Meanwhile, the stereotype of the male “computer geek” seems to be everywhere in popular culture. Few people know that women were a significant presence in the early decades of computing in both the United States and Britain. Indeed, programming in postwar years was considered woman's work (perhaps in contrast to the more manly task of building the computers themselves). In Recoding Gender, Janet Abbate explores the untold history of women in computer science and programming from the Second World War to the late twentieth century. Demonstrating how gender has shaped the culture of computing, she offers a valuable historical perspective on today's concerns over women's underrepresentation in the field.Abbate describes the experiences of women who worked with the earliest electronic digital computers: Colossus, the wartime codebreaking computer at Bletchley Park outside London, and the American ENIAC, developed to calculate ballistics. She examines postwar methods for recruiting programmers, and the 1960s redefinition of programming as the more masculine “software engineering.” She describes the social and business innovations of two early software entrepreneurs, Elsie Shutt and Stephanie Shirley; and she examines the career paths of women in academic computer science.Abbate's account of the bold and creative strategies of women who loved computing work, excelled at it, and forged successful careers will provide inspiration for those working to change gendered computing culture.","2012","2020-02-25 18:17:47","2020-02-26 15:29:43","2020-02-25 18:17:47","","","","","","","","","","","","The MIT Press","","en","","","","","","","","","/home/diegodlh/Zotero/storage/DYDXYS9M/recoding-gender.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IH7C5TZJ","webpage","","","The Work of Art in the Age of Artificial Intelligence: What Artists Can Teach Us About the Ethics of Data Practice | Surveillance & Society","","","","","https://ojs.library.queensu.ca/index.php/surveillance-and-society/article/view/10821","","","2020-02-26 15:29:26","2020-02-26 15:29:26","2019-09-30 08:09:21","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/NWDYK9ZS/10821.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZMI5JX2N","webpage","2018","Vincent, James","What algorithmic art can teach us about artificial intelligence","The Verge","","","","https://www.theverge.com/2018/8/21/17761424/ai-algorithm-art-machine-vision-perception-tom-white-treachery-imagenet","Ceci n’est pas un algorithme","2018-08-21","2020-02-26 15:29:13","2020-02-26 15:29:13","2018-08-26 21:08:09","","","","","","","","","","","","","","","","","","","","","","","/home/diegodlh/Zotero/storage/CUYBW4BB/ai-algorithm-art-machine-vision-perception-tom-white-treachery-imagenet.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIQSI5JT","journalArticle","1999","Search, Patricia","Electronic Art and the Law: Intellectual Property Rights in Cyberspace","Leonardo","","0024-094X","","http://www.jstor.org/stable/1576790","The dematerialization of art that began in the 1960s has reached new heights with the use of electronic media. We are at an important crossroads in defining intellectual property rights that will have a direct impact on the way we create and disseminate electronic art in the future. This paper examines the historical evolution of the definition of ""author"" in copyright law. The paper shows how current copyright legislation and recent court decisions do not address the plasticity of the medium and the new forms of authorship that are defined by the artistic use of techniques such as virtual reality, artificial intelligence, hypermedia links and collaborative networking.","1999-01-01","2020-02-26 15:29:06","2020-02-26 15:29:06","2015-02-05 12:25:19","191-195","","3","32","","Leonardo","Electronic Art and the Law","","","","","","","","Copyright © 1999 Leonardo","","","","JSTOR","","00000","","/home/diegodlh/Zotero/storage/952GPU34/Search - 1999 - Electronic Art and the Law Intellectual Property .pdf","","Copyright; authorship; cyberspace","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XYFJMGM","webpage","2019","Schneider, Tim","The Gray Market: How the Met's Artificial Intelligence Initiative Masks the Technology's Larger Threats (and Other Insights)","artnet News","","","","https://news.artnet.com/opinion/metropolitan-museum-artificial-intelligence-1461730","Our columnist relates the Met's partnership with Microsoft and MIT to artificial intelligence's harrowing effects on the workforce.","2019-02-11","2020-02-26 15:28:25","2020-02-26 15:28:34","2020-02-26 15:28:25","","","","","","","The Gray Market","","","","","","","en-US","","","","","","","Library Catalog: news.artnet.com Section: Opinion","","/home/diegodlh/Zotero/storage/R4I8S6WZ/metropolitan-museum-artificial-intelligence-1461730.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5R7UZAU","webpage","","Fenstermaker, William","How Artificial Intelligence Can Change the Way We Explore Visual Collections","The Metropolitan Museum of Art","","","","https://www.metmuseum.org/blogs/now-at-the-met/2019/artificial-intelligence-machine-learning-art-authorship","For one group of artists and technologists, artificial intelligence can help us view The Met collection in new—or possibly ancient—ways.","","2020-02-26 15:28:01","2020-02-26 15:28:10","2020-02-26 15:28:01","","","","","","","","","","","","","","en","","","","","","","Library Catalog: www.metmuseum.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZNZFH5U","blogPost","2018","Powels, Julia","The Seductive Diversion of 'Solving' Bias in Artifical Intelligence","Medium","","","","https://medium.com/s/story/the-seductive-diversion-of-solving-bias-in-artificial-intelligence-890df5e5ef53","","2018-12-07","2020-02-26 15:27:34","2020-02-26 15:27:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZXNL99WM","webpage","2018","Kean, Sam","Artificial Intelligence Is Cracking Open the Vatican's Secret Archives","The Atlantic","","","","https://www.theatlantic.com/technology/archive/2018/04/vatican-secret-archives-artificial-intelligence/559205/","A new project untangles the handwritten texts in one of the world’s largest historical collections.","2018-04-30","2020-02-26 15:27:23","2020-02-26 15:27:23","2018-06-09 09:29:50","","","","","","","","","","","","","","en-US","","","","","","","","","/home/diegodlh/Zotero/storage/I7BPFUNN/559205.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMW9ZTJ5","presentation","2011","Liam Wyatt","What's next in GLAM","","","","","https://commons.wikimedia.org/w/index.php?title=File%3AWikimania_2011_-_What_next_in_GLAM.pdf","","2011-11-04","2020-02-26 13:39:13","2020-02-26 13:40:15","2020-02-26 13:39:13","","","","","","","English","","","","","","Wikimania 2011","","","","","","","","","","/home/diegodlh/Zotero/storage/VIFKJ5KW/index.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6N6YKZHP","journalArticle","2010","Eschenfelder, Kristin R.; Caswell, Michelle","Digital cultural collections in an age of reuse and remixes","Proceedings of the American Society for Information Science and Technology","","1550-8390","10.1002/meet.14504701045","https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/meet.14504701045","This paper reports the results of a survey of U.S. cultural institution (CI) professionals about whether CI should seek to control access to and use of digital cultural collections. It describes motivations that encourage institutions to control access to or use of collections and factors that discourage institutions from controlling access and use. The paper describes the results in terms of three general themes: “Object descriptions, representations and control,” “Legal risks and complexities” and “Getting credit: fiscal and social costs and revenue.”","2010","2020-02-26 13:37:57","2020-02-26 13:37:57","2020-02-26 13:37:57","1-10","","1","47","","","","","","","","","","en","Copyright © 2010 by American Society for Information Science and Technology","","","","Wiley Online Library","","_eprint: https://asistdl.onlinelibrary.wiley.com/doi/pdf/10.1002/meet.14504701045","","/home/diegodlh/Zotero/storage/BG6IVV2D/Eschenfelder and Caswell - 2010 - Digital cultural collections in an age of reuse an.pdf; /home/diegodlh/Zotero/storage/LDT9MHZI/meet.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
